0,Fri Jun  8 01:30:53 2018
1,Fri Jun  8 01:37:06 2018
2,Fri Jun  8 01:43:31 2018
3,Fri Jun  8 01:49:58 2018
4,Fri Jun  8 01:56:28 2018
5,Fri Jun  8 02:03:09 2018
6,Fri Jun  8 02:10:02 2018
7,Fri Jun  8 02:17:02 2018
8,Fri Jun  8 02:24:22 2018
9,Fri Jun  8 02:31:53 2018
10,Fri Jun  8 02:39:30 2018
11,Fri Jun  8 02:47:08 2018
12,Fri Jun  8 02:54:41 2018
13,Fri Jun  8 03:02:37 2018
14,Fri Jun  8 03:10:41 2018
15,Fri Jun  8 03:18:54 2018
16,Fri Jun  8 03:27:03 2018
17,Fri Jun  8 03:35:13 2018
18,Fri Jun  8 03:43:40 2018
19,Fri Jun  8 03:52:17 2018
20,Fri Jun  8 04:01:03 2018
21,Fri Jun  8 04:09:44 2018
22,Fri Jun  8 04:18:26 2018
23,Fri Jun  8 04:27:10 2018
24,Fri Jun  8 04:35:52 2018
25,Fri Jun  8 04:44:36 2018
26,Fri Jun  8 04:53:18 2018
27,Fri Jun  8 05:01:57 2018
28,Fri Jun  8 05:10:37 2018
29,Fri Jun  8 05:19:37 2018
30,Fri Jun  8 05:28:43 2018
31,Fri Jun  8 05:37:56 2018
32,Fri Jun  8 05:47:07 2018
33,Fri Jun  8 05:56:21 2018
34,Fri Jun  8 06:05:31 2018
35,Fri Jun  8 06:14:44 2018
36,Fri Jun  8 06:23:57 2018
37,Fri Jun  8 06:33:10 2018
38,Fri Jun  8 06:42:21 2018
39,Fri Jun  8 06:51:34 2018
40,Fri Jun  8 07:00:48 2018
41,Fri Jun  8 07:10:30 2018
42,Fri Jun  8 07:20:28 2018
43,Fri Jun  8 07:30:28 2018
44,Fri Jun  8 07:40:47 2018
45,Fri Jun  8 07:51:17 2018
46,Fri Jun  8 08:01:51 2018
47,Fri Jun  8 08:12:27 2018
48,Fri Jun  8 08:23:05 2018
49,Fri Jun  8 08:33:57 2018
50,Fri Jun  8 08:45:00 2018
51,Fri Jun  8 08:56:12 2018
52,Fri Jun  8 09:07:22 2018
53,Fri Jun  8 09:18:33 2018
54,Fri Jun  8 09:29:48 2018
55,Fri Jun  8 09:41:13 2018
56,Fri Jun  8 09:52:52 2018
57,Fri Jun  8 10:04:31 2018
58,Fri Jun  8 10:16:11 2018
59,Fri Jun  8 10:27:54 2018
60,Fri Jun  8 10:40:05 2018
61,Fri Jun  8 10:52:19 2018
62,Fri Jun  8 11:04:46 2018
63,Fri Jun  8 11:17:03 2018
64,Fri Jun  8 11:29:29 2018
65,Fri Jun  8 11:41:54 2018
66,Fri Jun  8 11:54:24 2018
67,Fri Jun  8 12:06:51 2018
68,Fri Jun  8 12:19:19 2018
69,Fri Jun  8 12:28:45 2018
70,Fri Jun  8 12:38:19 2018
71,Fri Jun  8 12:47:58 2018
72,Fri Jun  8 12:57:36 2018
73,Fri Jun  8 13:07:17 2018
74,Fri Jun  8 13:16:53 2018
75,Fri Jun  8 13:26:29 2018
76,Fri Jun  8 13:36:09 2018
77,Fri Jun  8 13:45:45 2018
78,Fri Jun  8 13:55:23 2018
79,Fri Jun  8 14:05:00 2018
80,Fri Jun  8 14:14:39 2018
81,Fri Jun  8 14:24:17 2018
82,Fri Jun  8 14:33:54 2018
83,Fri Jun  8 14:43:31 2018
84,Fri Jun  8 14:53:08 2018
85,Fri Jun  8 15:02:48 2018
86,Fri Jun  8 15:12:29 2018
87,Fri Jun  8 15:22:06 2018
88,Fri Jun  8 15:31:45 2018
89,Fri Jun  8 15:41:23 2018
90,Fri Jun  8 15:51:03 2018
91,Fri Jun  8 16:00:40 2018
92,Fri Jun  8 16:10:19 2018
93,Fri Jun  8 16:19:55 2018
94,Fri Jun  8 16:29:34 2018
95,Fri Jun  8 16:39:13 2018
96,Fri Jun  8 16:48:50 2018
97,Fri Jun  8 16:58:30 2018
98,Fri Jun  8 17:08:09 2018
99,Fri Jun  8 17:17:46 2018
